condition,location,price,title,url
izpolzvano,"gr. Gorna Oryahovitsa, Oblast Veliko Tarnovo",250 lv.,IPhone 6s,https://www.olx.bg/ad/iphone-6s-CID632-ID8qbK9.html
izpolzvano,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",729 lv.,++OTLIChEN++ Iphone X 256GB Space Gray Garantsiya!,https://www.olx.bg/ad/otlichen-iphone-x-256gb-space-gray-garantsiya-CID632-ID8oBPW.html
novo,"Trakiya, gr. Plovdiv, Oblast Plovdiv",50 lv.,Kutiya ot Iphone 11,https://www.olx.bg/ad/kutiya-ot-iphone-11-CID632-ID8qbKX.html
novo,"Tsentar, gr. Yambol, Oblast Yambol",1790 lv.,IPhone 11 Pro Ayfon 11 Pro 64 GB BEZ BARTER!,https://www.olx.bg/ad/iphone-11-pro-ayfon-11-pro-64-gb-bez-barter-CID632-ID8eHZQ.html
izpolzvano,"Tsentar, gr. Plovdiv, Oblast Plovdiv",49.99 lv.,Samsung Galaxy A5 - A500FU,https://www.olx.bg/ad/samsung-galaxy-a5-a500fu-CID632-ID8kM5w.html
izpolzvano,"Vladislav Varnenchik, gr. Varna, Oblast Varna",30 lv.,Raboten telefon Nokia,https://www.olx.bg/ad/raboten-telefon-nokia-CID632-ID8qbBx.html
izpolzvano,"Krasno selo, gr. Sofiya, Oblast Sofiya-grad",650 lv.,Samsung Galaxy Note 8,https://www.olx.bg/ad/samsung-galaxy-note-8-CID632-ID8d3aB.html
izpolzvano,"s. Archar, Oblast Vidin",199 lv.,Xiaomi 9t 64gb 6gb ram,https://www.olx.bg/ad/xiaomi-9t-64gb-6gb-ram-CID632-ID8pDPs.html
izpolzvano,"Tsentar, gr. Varna, Oblast Varna",90 lv.,Sony Xperia z3 Compact,https://www.olx.bg/ad/sony-xperia-z3-compact-CID632-ID8kvKE.html
novo,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",270 lv.,Samsung Galaxy A20s,https://www.olx.bg/ad/samsung-galaxy-a20s-CID632-ID8qbCB.html
izpolzvano,"Zapad, gr. Pazardzhik, Oblast Pazardzhik",280 lv.,Samsung Galaxy S7 edge gold,https://www.olx.bg/ad/samsung-galaxy-s7-edge-gold-CID632-ID8kdOQ.html
izpolzvano,"Vazrazhdane 2, gr. Varna, Oblast Varna",120 lv.,Telefon SONY xperia,https://www.olx.bg/ad/telefon-sony-xperia-CID632-ID7ShXa.html
izpolzvano,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",400 lv.,IPhone 6S 64GB Space Grey,https://www.olx.bg/ad/iphone-6s-64gb-space-grey-CID632-ID7GDN1.html
izpolzvano,"Kamenitsa 1, gr. Plovdiv, Oblast Plovdiv",690 lv.,Iphone XR 64GB Black,https://www.olx.bg/ad/iphone-xr-64gb-black-CID632-ID8mMaA.html
novo,"Vitosha, gr. Sofiya, Oblast Sofiya-grad",340 lv.,Huawei p40 lite NEW!,https://www.olx.bg/ad/huawei-p40-lite-new-CID632-ID8m9Ki.html
izpolzvano,"gr. Novi Iskar, Oblast Sofiya-grad",30 lv.,2 broya sony ericsson vivaz u5i,https://www.olx.bg/ad/2-broya-sony-ericsson-vivaz-u5i-CID632-ID8kUUr.html
novo,"Manastirski livadi, gr. Sofiya, Oblast Sofiya-grad",289 lv.,Telefon Nokia 4.2 Dual Pink Rozov,https://www.olx.bg/ad/telefon-nokia-4-2-dual-pink-rozov-CID632-ID7UVuU.html
izpolzvano,"Izgrev, gr. Burgas, Oblast Burgas",180 lv.,Huawei P10 lite - mnogo zapazen,https://www.olx.bg/ad/huawei-p10-lite-mnogo-zapazen-CID632-ID7UckR.html
izpolzvano,"s. Ravda, Oblast Burgas",500 lv.,IPhon 7 Plus,https://www.olx.bg/ad/iphon-7-plus-CID632-ID8j4Q2.html
novo,"Akatsiya, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",1600 lv.,"Samsung galaksi Z FLIP BLACK 256 GB, RAM 8 GB, 12+12MP",https://www.olx.bg/ad/samsung-galaksi-z-flip-black-256-gb-ram-8-gb-12-12mp-CID632-ID88sHs.html
izpolzvano,"Avtogara, gr. Varna, Oblast Varna",110 lv.,Samsung j4 plus barter,https://www.olx.bg/ad/samsung-j4-plus-barter-CID632-ID8ozwa.html
izpolzvano,"Grand Mol Varna, gr. Varna, Oblast Varna",750 lv.,Prodavam OnePlus 7 Pro,https://www.olx.bg/ad/prodavam-oneplus-7-pro-CID632-ID8kSKv.html
izpolzvano,"Slatina, gr. Sofiya, Oblast Sofiya-grad",60 lv.,Prodavam telefon Samsung S3 mini,https://www.olx.bg/ad/prodavam-telefon-samsung-s3-mini-CID632-ID8oFW7.html
izpolzvano,"Herson, gr. Shumen, Oblast Shumen",4 lv.,Telefonna tsentrala,https://www.olx.bg/ad/telefonna-tsentrala-CID632-ID4yd9E.html
izpolzvano,"Baykusheva mahala, gr. Pernik, Oblast Pernik",180 lv.,Huawei P10 64 gb,https://www.olx.bg/ad/huawei-p10-64-gb-CID632-ID8kGSC.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",45 lv.,Nokia Lumia 710!!!,https://www.olx.bg/ad/nokia-lumia-710-CID632-ID8lCyO.html
izpolzvano,"Kvartal 72, gr. Vratsa, Oblast Vratsa",380 lv.,IPhone 6 s 64 gb,https://www.olx.bg/ad/iphone-6-s-64-gb-CID632-ID8kIYq.html
izpolzvano,"Proslav, gr. Plovdiv, Oblast Plovdiv",105 lv.,Telefon/Faks Panasonic,https://www.olx.bg/ad/telefon-faks-panasonic-CID632-ID8qbFT.html
novo,"Avtogara, gr. Dobrich, Oblast Dobrich",650 lv.,Google Pixel 4a NEW,https://www.olx.bg/ad/google-pixel-4a-new-CID632-ID8qbtT.html
novo,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",500 lv.,Iphone 8 red,https://www.olx.bg/ad/iphone-8-red-CID632-ID8hV8V.html
izpolzvano,"Vrabnitsa 1, gr. Sofiya, Oblast Sofiya-grad",120 lv.,Huawei P9 lite mini 16GB,https://www.olx.bg/ad/huawei-p9-lite-mini-16gb-CID632-ID8qbtP.html
izpolzvano,"v.z. Belovodski pat, gr. Sofiya, Oblast Sofiya-grad",110 lv.,Samsung Galaxy J3 Dual J320,https://www.olx.bg/ad/samsung-galaxy-j3-dual-j320-CID632-ID8qbtK.html
izpolzvano,"Levski, gr. Varna, Oblast Varna",60 lv.,Soni Z3compact,https://www.olx.bg/ad/soni-z3compact-CID632-ID7WuQj.html
izpolzvano,"Darvenitsa, gr. Sofiya, Oblast Sofiya-grad",80 lv.,Huawei nova 2 s problem,https://www.olx.bg/ad/huawei-nova-2-s-problem-CID632-ID8oGry.html
izpolzvano,"Kumbair, gr. Vidin, Oblast Vidin",250 lv.,IPhone SE 32GB,https://www.olx.bg/ad/iphone-se-32gb-CID632-ID8qbws.html
izpolzvano,"Vitosha, gr. Sofiya, Oblast Sofiya-grad",119 lv.,Apple iPhone 5 32GB byal,https://www.olx.bg/ad/apple-iphone-5-32gb-byal-CID632-ID87m2H.html
izpolzvano,"Zona B-5-3, gr. Sofiya, Oblast Sofiya-grad",160 lv.,IPhone 6 32 GB sas bezzhichni slushalki,https://www.olx.bg/ad/iphone-6-32-gb-sas-bezzhichni-slushalki-CID632-ID8qbwM.html
izpolzvano,"Manastirski livadi, gr. Sofiya, Oblast Sofiya-grad",159 lv.,Samsung Galaksi A5  16GB/ Samsung Galaxy A5 2016 16 GB,https://www.olx.bg/ad/samsung-galaksi-a5-16gb-samsung-galaxy-a5-2016-16-gb-CID632-ID8eYE9.html
izpolzvano,"gr. Breznik, Oblast Pernik",140 lv.,IPhone 5 Ayfon 5,https://www.olx.bg/ad/iphone-5-ayfon-5-CID632-ID8lXKw.html
novo,"Osvobozhdenie, gr. Blagoevgrad, Oblast Blagoevgrad",1600 lv.,"Iphone 12, 64 GB Black nov",https://www.olx.bg/ad/iphone-12-64-gb-black-nov-CID632-ID8qbwS.html
novo,"Oborishte, gr. Sofiya, Oblast Sofiya-grad",1700 lv.,Iphone 11 - Kato nov,https://www.olx.bg/ad/iphone-11-kato-nov-CID632-ID8hl05.html
izpolzvano,"Tsentar, gr. Ruse, Oblast Ruse",729 lv.,Iphone XS 64gb fabrichno otklyuchen,https://www.olx.bg/ad/iphone-xs-64gb-fabrichno-otklyuchen-CID632-ID8hcsW.html
izpolzvano,"Tsentar, gr. Varna, Oblast Varna",165 lv.,Samsung Galaxy S 5 mini Black,https://www.olx.bg/ad/samsung-galaxy-s-5-mini-black-CID632-ID5jGoA.html
izpolzvano,"Tsentar, gr. Varna, Oblast Varna",100 lv.,Samsung Galaxy S III mini Black,https://www.olx.bg/ad/samsung-galaxy-s-iii-mini-black-CID632-ID7nL5n.html
izpolzvano,"Knyazhevo, gr. Sofiya, Oblast Sofiya-grad",50 lv.,Huawei Y5 II s 2 sim karti,https://www.olx.bg/ad/huawei-y5-ii-s-2-sim-karti-CID632-ID8oykB.html
izpolzvano,"Lyulin 3, gr. Sofiya, Oblast Sofiya-grad",35 lv.,Nokia 6230 -ima i zaryadno,https://www.olx.bg/ad/nokia-6230-ima-i-zaryadno-CID632-ID80qBo.html
izpolzvano,"Reduta, gr. Sofiya, Oblast Sofiya-grad",70 lv.,Samsung S6 za chasti,https://www.olx.bg/ad/samsung-s6-za-chasti-CID632-ID81F2C.html
izpolzvano,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",238 lv.,Android Smartfon – Cheren (N7000) i Rozov SHV-E160L Samsung Galaxy Note,https://www.olx.bg/ad/android-smartfon-cheren-n7000-i-rozov-shv-e160l-samsung-galaxy-note-CID632-ID4wPR8.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",120 lv.,"NOKIA 6.1 (2nd Generation), 64GB 4GB RAM, Zeiss optics, 5.5 """,https://www.olx.bg/ad/nokia-6-1-2nd-generation-64gb-4gb-ram-zeiss-optics-5-5-CID632-ID8qbp4.html
izpolzvano,"gr. Karlovo, Oblast Plovdiv",300 lv.,IPhone X 64GB,https://www.olx.bg/ad/iphone-x-64gb-CID632-ID8ltqB.html
izpolzvano,"gr. Galabovo, Oblast Stara Zagora",230 lv.,Huawei P20 Lite Pink,https://www.olx.bg/ad/huawei-p20-lite-pink-CID632-ID8qbuU.html
izpolzvano,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",320 lv.,IPhone 7 32GB Rose Gold,https://www.olx.bg/ad/iphone-7-32gb-rose-gold-CID632-ID8oJQ0.html
izpolzvano,"gr. Pirdop, Oblast Sofiya-oblast",155 lv.,Lenovo Vibe Z2 Titanium Gray Palen komplekt,https://www.olx.bg/ad/lenovo-vibe-z2-titanium-gray-palen-komplekt-CID632-ID89SrT.html
izpolzvano,"ORB, gr. Stara Zagora, Oblast Stara Zagora",449 lv.,Apple iPhone 8 64 Gb Black,https://www.olx.bg/ad/apple-iphone-8-64-gb-black-CID632-ID82jCk.html
izpolzvano,"gr. Botevgrad, Oblast Sofiya-oblast",15 lv.,Telefonen aparat Panasonik Panasonic plyus podarak,https://www.olx.bg/ad/telefonen-aparat-panasonik-panasonic-plyus-podarak-CID632-ID5DOS6.html
izpolzvano,"Zapaden, gr. Plovdiv, Oblast Plovdiv",20 lv.,Telefon faks,https://www.olx.bg/ad/telefon-faks-CID632-ID8888F.html
izpolzvano,"Sini kamani, gr. Sliven, Oblast Sliven",80 lv.,Telefon Samsung j7,https://www.olx.bg/ad/telefon-samsung-j7-CID632-ID8bNPb.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",700 lv.,Nokia,https://www.olx.bg/ad/nokia-CID632-ID7LPM8.html
izpolzvano,"Tsentar, gr. Vratsa, Oblast Vratsa",199 lv.,"Honor 10 - 64GB / 4GB - otlichen, Android 10",https://www.olx.bg/ad/honor-10-64gb-4gb-otlichen-android-10-CID632-ID8hgsm.html
izpolzvano,"Zapaden, gr. Plovdiv, Oblast Plovdiv",25 lv.,Mobilni telefoni,https://www.olx.bg/ad/mobilni-telefoni-CID632-ID89NJO.html
izpolzvano,"Promishlena zona - Sever, gr. Burgas, Oblast Burgas",90 lv.,Telefon Haouey Y5I,https://www.olx.bg/ad/telefon-haouey-y5i-CID632-ID8otEi.html
izpolzvano,"Levski, gr. Sofiya, Oblast Sofiya-grad",30 lv.,"Nokia 8800 arte, e51, 3310,3210 i t. n",https://www.olx.bg/ad/nokia-8800-arte-e51-3310-3210-i-t-n-CID632-ID8ckQb.html
izpolzvano,"Levski, gr. Sofiya, Oblast Sofiya-grad",120 lv.,"Nokia 8800 clasik, 8800arte",https://www.olx.bg/ad/nokia-8800-clasik-8800arte-CID632-ID86XZ9.html
izpolzvano,"Druzhba 1, gr. Ruse, Oblast Ruse",30 lv.,ZTE blade 3,https://www.olx.bg/ad/zte-blade-3-CID632-ID82gLm.html
izpolzvano,"gr. Mezdra, Oblast Vratsa",410 lv.,Iphone 8 Otlichen,https://www.olx.bg/ad/iphone-8-otlichen-CID632-ID8ozEj.html
izpolzvano,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",88 lv.,Prestigio,https://www.olx.bg/ad/prestigio-CID632-ID87ZRw.html
izpolzvano,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",230 lv.,Samsung S8 plus Speshno,https://www.olx.bg/ad/samsung-s8-plus-speshno-CID632-ID8m1vA.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",35 lv.,Motorola za tseniteli,https://www.olx.bg/ad/motorola-za-tseniteli-CID632-ID81Vna.html
izpolzvano,"Levski, gr. Varna, Oblast Varna",50 lv.,Samsung Corby  GTS-3650,https://www.olx.bg/ad/samsung-corby-gts-3650-CID632-ID8mx8Z.html
novo,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",215 lv.,Honor 8h ami pitay,https://www.olx.bg/ad/honor-8h-ami-pitay-CID632-ID7Zn8o.html
izpolzvano,"gr. Botevgrad, Oblast Sofiya-oblast",300 lv.,Galaxy S 6 edge. Otlichen,https://www.olx.bg/ad/galaxy-s-6-edge-otlichen-CID632-ID8kKSs.html
izpolzvano,"Druzhba 1, gr. Ruse, Oblast Ruse",25 lv.,Aifon,https://www.olx.bg/ad/aifon-CID632-ID85vsV.html
izpolzvano,"Iztok, gr. Sofiya, Oblast Sofiya-grad",160 lv.,Huawei honor 9 lite blue sin,https://www.olx.bg/ad/huawei-honor-9-lite-blue-sin-CID632-ID8gs2J.html
izpolzvano,"Tsentar, gr. Ruse, Oblast Ruse",150 lv.,Prodavam Iphone 5s,https://www.olx.bg/ad/prodavam-iphone-5s-CID632-ID8htpi.html
izpolzvano,"Simeonovo, gr. Sofiya, Oblast Sofiya-grad",1000 lv.,Samsung Galaxy S10+ 1TB v garantsiya,https://www.olx.bg/ad/samsung-galaxy-s10-1tb-v-garantsiya-CID632-ID8oyds.html
izpolzvano,"Balgarka, gr. Sliven, Oblast Sliven",69 lv.,Mobilen telefon LENOVO A500,https://www.olx.bg/ad/mobilen-telefon-lenovo-a500-CID632-ID8qbgp.html
izpolzvano,"Stariyat grad, gr. Plovdiv, Oblast Plovdiv",269 lv.,Samsung S8 64 GB,https://www.olx.bg/ad/samsung-s8-64-gb-CID632-ID8qbgK.html
izpolzvano,"Stariyat grad, gr. Plovdiv, Oblast Plovdiv",129 lv.,Iphone 5SE 16GB Gold,https://www.olx.bg/ad/iphone-5se-16gb-gold-CID632-ID8qbhk.html
novo,"Avtogara, gr. Dobrich, Oblast Dobrich",530 lv.,Xiaomi mi note 10 Lite + Garantsiya,https://www.olx.bg/ad/xiaomi-mi-note-10-lite-garantsiya-CID632-ID8qbhZ.html
izpolzvano,"Kolusha, gr. Kyustendil, Oblast Kyustendil",550 lv.,Telefon Huawei p 20,https://www.olx.bg/ad/telefon-huawei-p-20-CID632-ID8kYOP.html
izpolzvano,"s. Doyrentsi, Oblast Lovech",250 lv.,Iphone 6 v otlichno sastoyanie,https://www.olx.bg/ad/iphone-6-v-otlichno-sastoyanie-CID632-ID8qbgJ.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",250 lv.,IPhone 7 Jet Black 128 GB,https://www.olx.bg/ad/iphone-7-jet-black-128-gb-CID632-ID8qbiB.html
izpolzvano,"Nevyastata, gr. Smolyan, Oblast Smolyan",100 lv.,Iphone 7 za chasti,https://www.olx.bg/ad/iphone-7-za-chasti-CID632-ID85vnb.html
izpolzvano,"gr. Yakoruda, Oblast Blagoevgrad",800 lv.,OnePlus 7 Red Edition,https://www.olx.bg/ad/oneplus-7-red-edition-CID632-ID8qbk3.html
novo,"Ayazmoto, gr. Stara Zagora, Oblast Stara Zagora",1100 lv.,Iphone 11 64GB black PERFEKTEN!,https://www.olx.bg/ad/iphone-11-64gb-black-perfekten-CID632-ID7ONOE.html
izpolzvano,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",1000 lv.,Iphone 11 - 64gb,https://www.olx.bg/ad/iphone-11-64gb-CID632-ID8qbjg.html
novo,"s. Samovodene, Oblast Veliko Tarnovo",369 lv.,"Samsung Galaxy A41 - 6.1""SuperAmoled! GARANTsIYa",https://www.olx.bg/ad/samsung-galaxy-a41-6-1-superamoled-garantsiya-CID632-ID8qbib.html
izpolzvano,"Izgrev, gr. Burgas, Oblast Burgas",15 lv.,Nokia,https://www.olx.bg/ad/nokia-CID632-ID7F9oy.html
izpolzvano,"Ivan Vazov, gr. Sofiya, Oblast Sofiya-grad",1000 lv.,Prodavam iPhone X 64GB,https://www.olx.bg/ad/prodavam-iphone-x-64gb-CID632-ID8qbkB.html
izpolzvano,"Chayka, gr. Varna, Oblast Varna",200 lv.,Prodavam Huawei P20 Lite,https://www.olx.bg/ad/prodavam-huawei-p20-lite-CID632-ID8h3FZ.html
izpolzvano,"Tsentar, gr. Dobrich, Oblast Dobrich",350 lv.,PROMO tsena!!! iPhone 7 Plus (Red Product) 128GB,https://www.olx.bg/ad/promo-tsena-iphone-7-plus-red-product-128gb-CID632-ID82kXc.html
izpolzvano,"Bakston, gr. Sofiya, Oblast Sofiya-grad",280 lv.,Samsung s8 galaxy,https://www.olx.bg/ad/samsung-s8-galaxy-CID632-ID8oyXY.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",750 lv.,IPhone Se 2020-128 gb s dve godini garantsiya,https://www.olx.bg/ad/iphone-se-2020-128-gb-s-dve-godini-garantsiya-CID632-ID8oi3a.html
izpolzvano,"Izgrev, gr. Burgas, Oblast Burgas",210 lv.,Samsung galaxy S6 Edge Plus,https://www.olx.bg/ad/samsung-galaxy-s6-edge-plus-CID632-ID8qbl5.html
izpolzvano,"Tsentar, gr. Gabrovo, Oblast Gabrovo",180 lv.,Tablet Lenovo m8 4G,https://www.olx.bg/ad/tablet-lenovo-m8-4g-CID632-ID8qblI.html
izpolzvano,"Serdika, gr. Sofiya, Oblast Sofiya-grad",230 lv.,IPhone 6+ 128gb dobro sastoyanie,https://www.olx.bg/ad/iphone-6-128gb-dobro-sastoyanie-CID632-ID8qblX.html
novo,"Stariyat grad, gr. Plovdiv, Oblast Plovdiv",469 lv.,Samsung A51 128 GB Prism Crush White,https://www.olx.bg/ad/samsung-a51-128-gb-prism-crush-white-CID632-ID8qbg9.html
izpolzvano,"s. Voluyak, Oblast Sofiya-grad",29 lv.,"Samsung Galaxy S3 Mini, E1210M, LG GB102, Nokia 2310",https://www.olx.bg/ad/samsung-galaxy-s3-mini-e1210m-lg-gb102-nokia-2310-CID632-ID8qbme.html
izpolzvano,"m-t Dobreva cheshma, Oblast Varna",220 lv.,Iphone 6s 32gb,https://www.olx.bg/ad/iphone-6s-32gb-CID632-ID8oEja.html
novo,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",1450 lv.,Iphone 12 mini blue 128 gb,https://www.olx.bg/ad/iphone-12-mini-blue-128-gb-CID632-ID8qb56.html
izpolzvano,"NPZ Dianabad, gr. Sofiya, Oblast Sofiya-grad",30 lv.,Soni Ericsson X8,https://www.olx.bg/ad/soni-ericsson-x8-CID632-ID82dt2.html
izpolzvano,"Tsentar, gr. Targovishte, Oblast Targovishte",120 lv.,Telefon LEAGOO T5 64GB,https://www.olx.bg/ad/telefon-leagoo-t5-64gb-CID632-ID8qb5t.html
izpolzvano,"Zona B-5-3, gr. Sofiya, Oblast Sofiya-grad",180 lv.,Samsung galaxy J7 2018,https://www.olx.bg/ad/samsung-galaxy-j7-2018-CID632-ID8mrr5.html
izpolzvano,"Nov tsentar, gr. Smolyan, Oblast Smolyan",45 lv.,Telefon IPhone 4s,https://www.olx.bg/ad/telefon-iphone-4s-CID632-ID8qb5Q.html
izpolzvano,"gr. Karnobat, Oblast Burgas",620 lv.,Huawei Mate 20 Pro,https://www.olx.bg/ad/huawei-mate-20-pro-CID632-ID8mC0F.html
izpolzvano,"Akatsiya, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",30 lv.,IPhone 6 64gb za chasti,https://www.olx.bg/ad/iphone-6-64gb-za-chasti-CID632-ID89W1C.html
izpolzvano,"Tsentar, gr. Shumen, Oblast Shumen",130 lv.,GSM mobilen telefon,https://www.olx.bg/ad/gsm-mobilen-telefon-CID632-ID8mBs8.html
izpolzvano,"Alei Vazrazhdane, gr. Ruse, Oblast Ruse",550 lv.,Perfekten iphone 8 Rose gold 64 GB,https://www.olx.bg/ad/perfekten-iphone-8-rose-gold-64-gb-CID632-ID8qb7Q.html
izpolzvano,"Vladislav Varnenchik, gr. Varna, Oblast Varna",650 lv.,Samsung Galaxy S8+,https://www.olx.bg/ad/samsung-galaxy-s8-CID632-ID8qb7R.html
izpolzvano,"Manastirski livadi, gr. Sofiya, Oblast Sofiya-grad",120 lv.,Samsung Galaxy S7 gold,https://www.olx.bg/ad/samsung-galaxy-s7-gold-CID632-ID8qb8t.html
izpolzvano,"Tsentar, gr. Varna, Oblast Varna",9 lv.,Originalen zaden kapak za telefon Xiaomi Redmi 8A,https://www.olx.bg/ad/originalen-zaden-kapak-za-telefon-xiaomi-redmi-8a-CID632-ID8qb9y.html
izpolzvano,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",140 lv.,Elektronika/telefon,https://www.olx.bg/ad/elektronika-telefon-CID632-ID8qb9X.html
novo,"Boyana, gr. Sofiya, Oblast Sofiya-grad",1500 lv.,Prodava se nov iPhone XS Max,https://www.olx.bg/ad/prodava-se-nov-iphone-xs-max-CID632-ID8qba1.html
izpolzvano,"gr. Asenovgrad, Oblast Plovdiv",150 lv.,Iphone XR za chasti + keysove,https://www.olx.bg/ad/iphone-xr-za-chasti-keysove-CID632-ID8qb8d.html
izpolzvano,"Dobrudzhanski, gr. Shumen, Oblast Shumen",850 lv.,IPhone XS Max Silver 64Gb,https://www.olx.bg/ad/iphone-xs-max-silver-64gb-CID632-ID8qbaC.html
izpolzvano,"Mitnitsa, gr. Silistra, Oblast Silistra",200 lv.,Iphone 6 64GB!!!,https://www.olx.bg/ad/iphone-6-64gb-CID632-ID8hjHZ.html
izpolzvano,"Tsentar, gr. Kardzhali, Oblast Kardzhali",780 lv.,Iphone SE 2020 64 GB,https://www.olx.bg/ad/iphone-se-2020-64-gb-CID632-ID8qbau.html
izpolzvano,"Vazrazhdane, gr. Burgas, Oblast Burgas",150 lv.,Le 2Pro- 10 yadra 21 mg.p.,https://www.olx.bg/ad/le-2pro-10-yadra-21-mg-p-CID632-ID8qbbt.html
novo,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",1100 lv.,Xiaomi MI 10,https://www.olx.bg/ad/xiaomi-mi-10-CID632-ID8qbb0.html
izpolzvano,"Kolyu Ficheto, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",90 lv.,Huawei p8 lite black 2017,https://www.olx.bg/ad/huawei-p8-lite-black-2017-CID632-ID8qbaL.html
izpolzvano,"gr. Saedinenie, Oblast Plovdiv",150 lv.,Samsung Galaxy J3 (2017) Dual SIM,https://www.olx.bg/ad/samsung-galaxy-j3-2017-dual-sim-CID632-ID8qbb8.html
izpolzvano,"Troshevo, gr. Varna, Oblast Varna",350 lv.,Sony XZ2,https://www.olx.bg/ad/sony-xz2-CID632-ID84Boj.html
novo,"Operata, gr. Stara Zagora, Oblast Stara Zagora",2850 lv.,Iphone 12 Pro Max 256 gb Black,https://www.olx.bg/ad/iphone-12-pro-max-256-gb-black-CID632-ID8qb3c.html
izpolzvano,"Tsentar, gr. Plovdiv, Oblast Plovdiv",70 lv.,Samsunkj6 izpolzvam no zapazen,https://www.olx.bg/ad/samsunkj6-izpolzvam-no-zapazen-CID632-ID8qbcT.html
izpolzvano,"gr. Momchilgrad, Oblast Kardzhali",999 lv.,IPhone 11 Garantsiya 2g.,https://www.olx.bg/ad/iphone-11-garantsiya-2g-CID632-ID8qaQO.html
novo,"Gorna banya, gr. Sofiya, Oblast Sofiya-grad",650 lv.,Samsung s10,https://www.olx.bg/ad/samsung-s10-CID632-ID8qaSw.html
izpolzvano,"Poduyane, gr. Sofiya, Oblast Sofiya-grad",700 lv.,Prodavam Iphone XR v dobro sastoyanie,https://www.olx.bg/ad/prodavam-iphone-xr-v-dobro-sastoyanie-CID632-ID8qaSN.html
novo,"gr. Nedelino, Oblast Smolyan",99 lv.,Chisto nov telefon ALCATEL s garantsiya 2 god,https://www.olx.bg/ad/chisto-nov-telefon-alcatel-s-garantsiya-2-god-CID632-ID8qaT8.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1399 lv.,—Perfekten—Iphone 11 PRO MAX 64GB,https://www.olx.bg/ad/perfekteniphone-11-pro-max-64gb-CID632-ID8qaSA.html
izpolzvano,"Malinova dolina, gr. Sofiya, Oblast Sofiya-grad",1100 lv.,I Phone XS,https://www.olx.bg/ad/i-phone-xs-CID632-ID8qaTL.html
izpolzvano,"Pozharnata, gr. Shumen, Oblast Shumen",185 lv.,Samsung Galaxy A6 2018,https://www.olx.bg/ad/samsung-galaxy-a6-2018-CID632-ID8oxDO.html
izpolzvano,"Gaganitsa, gr. Plovdiv, Oblast Plovdiv",1299 lv.,Huawei P40 Pro + Chasovnik Huawei GT2,https://www.olx.bg/ad/huawei-p40-pro-chasovnik-huawei-gt2-CID632-ID8qaUj.html
izpolzvano,"Mladost, gr. Gabrovo, Oblast Gabrovo",170 lv.,Samsung Galaxy S6 128GB,https://www.olx.bg/ad/samsung-galaxy-s6-128gb-CID632-ID8qaUt.html
izpolzvano,"Avtogara, gr. Dobrich, Oblast Dobrich",130 lv.,Samsung Galaxy J5 2017,https://www.olx.bg/ad/samsung-galaxy-j5-2017-CID632-ID8nUyV.html
izpolzvano,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",800 lv.,Iphone XS 256 GB Rose gold,https://www.olx.bg/ad/iphone-xs-256-gb-rose-gold-CID632-ID8qaWH.html
izpolzvano,"gr. Slivnitsa, Oblast Sofiya-oblast",245 lv.,KATO NOV! Samsung Galaxy A20s 32GB Cheren,https://www.olx.bg/ad/kato-nov-samsung-galaxy-a20s-32gb-cheren-CID632-ID8oKdc.html
izpolzvano,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",700 lv.,Iphone XR,https://www.olx.bg/ad/iphone-xr-CID632-ID8qaV1.html
novo,"Akdzhamiya, gr. Vidin, Oblast Vidin",180 lv.,HUAWEI P10 lite e,https://www.olx.bg/ad/huawei-p10-lite-e-CID632-ID8qaVK.html
izpolzvano,"Levski V, gr. Sofiya, Oblast Sofiya-grad",180 lv.,Prodavam Samsung S6 edge,https://www.olx.bg/ad/prodavam-samsung-s6-edge-CID632-ID8qaXs.html
